species,decimalLatitude,decimalLongitude,individualCount
Nacaduba beroe,18.962999,73.262711,201
Nacaduba kurava,19.004379,73.282455,117
Nacaduba pactolus,24.572645,92.362854,151
Nacaduba pavana,24.479795,92.28598,175
Naemorhedus goral,30.688781,76.916229,58
Nagadeba indecoralis,24.43202,92.330688,69
Nageia wallichiana,10.357455,76.883507,94
Naja kaouthia,26.928957,92.838936,196
Naja naja,30.284391,77.974297,210
Naja sagittifera,11.831168,92.658638,93
Nandus nandus,26.130474,91.630096,23
Nannophyopsis clara,24.352674,92.344815,50
Nanorana chayuensis,28.11786,95.822591,52
Nanorana gammii,27.262034,88.555625,188
Nanorana minica,29.34655,79.537247,130
Nanorana vicina,30.456997,78.117157,183
Naranga diffusa,26.323353,89.322693,182
Naregamia alata,14.27975,74.443924,194
Naringi crenulata,11.916494,75.731163,200
Narycius opalus,11.806837,76.009499,143
Nasikabatrachus sahyadrensis,9.846074,76.882185,152
Nasturtium officinale,32.294319,75.624168,103
Nauclea orientalis,12.9792,77.690398,75
Nausinoe geometralis,13.068437,77.577797,169
Nausinoe perspectata,14.351889,75.73974,145
Nausinoe pueritia,25.271656,91.730804,175
Naxa textilis,12.691709,74.920088,145
Neanotis decipiens,11.764022,75.849869,143
Neanotis indica,11.353002,76.79591,182
Neanotis lancifolia,15.968118,74.004578,124
Neanotis montholonii,18.887123,73.433472,45
Nelumbo nucifera,18.6421,72.8967,209
Neofelis nebulosa,26.659422,91.001129,170
Neogurelca hyas,20.1982,85.4404,27
Neolamarckia cadamba,19.6681,85.0816,209
Neonauclea gageana,7.034628,93.78415,8
Neonauclea purpurea,12.873392,75.646362,141
Neope bhadra,25.271656,91.730804,7
Neope pulaha,30.706166,79.595901,157
Neope yama,30.543273,78.184729,156
Neophron percnopterus,26.9101,70.8086,193
Neopithecops zalmora,22.94952,88.540916,205
Neorina hilda,27.431141,88.201607,164
Neoscona bengalensis,21.3232,72.8527,199
Neoscona mukerjei,8.487494,76.948624,20
Neoscona punctigera,12.950409,77.502062,183
Neoscona theisi,21.3232,72.8538,202
Neostylopyga rhombifolia,11.461462,78.185477,104
Nepenthes khasiana,26.144358,91.642067,156
Nephele hespera,19.924821,73.239785,181
Nephelium lappaceum,10.1163,76.4321,138
Nephelomilta effracta,25.271656,91.730804,206
Nephila pilipes,15.416678,74.010933,210
Nephrolepis exaltata,22.7334,77.7373,55
Nepita conferta,8.726824,76.938377,209
Nepogomphus modestus,30.37659,78.061241,158
Neptis ananta,30.545541,78.192964,56
Neptis cartica,27.528611,96.387693,109
Neptis clinia,26.662599,94.35361,202
Neptis harita,27.782575,96.347659,189
Neptis hylas,14.619639,74.844077,208
Neptis jumbah,9.7462,76.3072,211
Neptis magadha,24.352674,92.344815,167
Neptis mahendra,30.65884,79.585568,193
Neptis miah,27.445472,96.535809,153
Neptis namba,27.098356,92.817829,168
Neptis narayana,30.586111,78.15139,129
Neptis nata,24.352674,92.344815,173
Neptis sappho,29.600957,79.666954,197
Neptis soma,30.465218,78.012733,139
Nerium indicum,22.344223,78.669655,148
Nerium oleander,22.754587,78.352936,202
Nervilia infundibulifolia,14.617094,74.844864,107
Nervilia simplex,14.964312,74.712074,143
Nesticodes rufipes,24.43202,92.330688,191
Netria multispinae,25.591917,94.383339,50
Netta rufina,27.315655,95.397034,147
Nettapus coromandelianus,14.464409,75.921758,156
Neuracanthus sphaerostachys,18.540813,73.453217,0
Neurobasis chinensis,17.503891,81.739853,207
Neurosigma doubledayi,27.547604,93.897888,28
Neurothemis fluctuans,6.956209,93.921729,145
Neurothemis fulvia,23.200277,86.126732,210
Neurothemis intermedia,18.540813,73.453217,181
Neurothemis tullia,27.4462,94.8972,211
Nevrina procopia,10.330256,76.959953,134
Nicandra physalodes,18.253077,73.513664,173
Nicoteba betonica,12.32112,76.658279,186
Nicotiana tabacum,10.1336,76.1916,188
Nilssonia gangetica,22.4288,75.5087,207
Nilssonia hurum,26.602974,93.411792,204
Nilssonia leithii,19.979008,73.886719,206
Nilssonia nigricans,26.3944,89.5027,142
Niltava sundara,27.143173,88.144165,195
Ninox scutulata,26.872385,78.562424,159
Nisaetus cirrhatus,10.824087,76.765216,204
Nisaetus nipalensis,23.655525,92.442505,51
Nisaga simplex,15.39719,74.338219,134
Nodaria externalis,24.43202,92.330688,210
Nomophila noctuella,11.38166,76.702087,171
Noorda blitealis,22.467445,78.434586,40
Notarcha quaternalis,30.448538,78.641289,165
Nothapodytes nimmoniana,18.471794,73.439659,198
Nothopegia beddomei,12.873392,75.646362,158
Nothopegia heyneana,8.504928,77.466446,50
Nothopegia travancorica,12.658055,75.686668,87
Nothosaerva brachiata,10.790483,78.704674,21
Notocrypta curvifascia,24.43202,92.330689,207
Notocrypta feisthamelii,27.528611,96.387693,206
Notocrypta paralysos,27.3999,95.6348,182
Notopterus notopterus,27.010416,94.336693,155
Nucifraga caryocatactes,30.827989,77.333878,52
Nucifraga multipunctata,34.263216,74.904801,176
Numenes patrana,27.201511,92.47673,134
Numenius arquata,18.791562,72.91418,140
Numenius phaeopus,22.103265,88.780424,211
Nychogomphus duaricus,26.725887,88.853905,165
Nyctanthes arbor-tristis,25.208,75.8264,211
Nyctemera adversata,25.591059,91.87986,199
Nyctemera arctata,25.521309,91.255409,178
Nyctemera coleta,9.654242,76.748596,211
Nyctemera lacticinia,14.352042,75.740433,201
Nyctibatrachus acanthodermis,10.314243,76.830482,167
Nyctibatrachus anamallaiensis,10.287896,76.849884,203
Nyctibatrachus dattatreyaensis,13.316144,75.772044,201
Nyctibatrachus deveni,9.79605,76.789917,197
Nyctibatrachus grandis,12.237772,75.717148,197
Nyctibatrachus humayuni,16.642292,74.277328,157
Nyctibatrachus jog,14.273034,74.744278,179
Nyctibatrachus karnatakaensis,13.105802,75.415059,121
Nyctibatrachus kempholeyensis,13.440416,75.084476,194
Nyctibatrachus kumbara,14.2737,74.747627,182
Nyctibatrachus major,8.856916,77.217407,93
Nyctibatrachus minimus,12.214813,75.657966,89
Nyctibatrachus petraeus,16.224062,74.920877,195
Nyctibatrachus pillaii,8.856916,77.217407,191
Nyctibatrachus poocha,13.352753,74.780975,138
Nyctibatrachus sanctipalustris,12.214656,75.657936,207
Nyctibatrachus vrijeuni,11.531319,76.018646,174
Nycticebus bengalensis,24.352674,92.344815,207
Nycticorax nycticorax,28.52673,77.575363,210
Nyctyornis athertoni,12.77012,77.567772,208
Nymphaea alba,9.322183,76.383987,181
Nymphaea candida,25.181061,93.010864,209
Nymphaea mexicana,26.914443,75.731947,6
Nymphaea nouchali,10.085333,76.234362,209
Nymphaea rubra,16.638756,73.351982,0
Nymphaea tetragona,19.28442,73.057892,149
Nymphoides hydrophylla,16.735491,73.338509,211
Nymphoides indica,18.641655,72.896706,167
Oberonia brachystachys,15.4928,74.3542,165
Oceanodroma monorhis,12.9,74.599998,126
Ochna gamblei,13.381353,77.658257,162
Ochna integerrima,8.841749,76.684586,148
Ochna lanceolata,15.264052,73.941498,194
Ochotona curzoniae,27.308363,88.672356,49
Ochotona ladacensis,34.17749,77.580798,11
Ochotona macrotis,30.48674,79.221148,136
Ochotona sikimaria,27.532972,88.512218,174
Ochreinauclea missionis,11.983788,75.590919,203
Ochus subvittatus,26.708246,91.100965,195
Ocimum americanum,20.2076,85.4664,40
Ocimum basilicum,13.117596,80.172859,139
Ocimum gratissimum,19.8213,85.8563,99
Ocimum tenuiflorum,26.17744,91.778836,200
Octotropis travancorica,8.485616,77.492065,98
Ocyceros birostris,18.281145,72.992371,210
Ocyceros griseus,9.386569,76.785555,210
Ocypode macrocera,21.551373,87.358177,103
Odina decoratus,27.445472,96.535809,14
Odontolabis cuvera,11.549391,76.03775,2
Odontomachus haematodus,8.549448,76.973816,178
Odontomantis planiceps,19.915247,85.663073,207
Odontoptilum angulata,26.709146,91.097143,192
Odontotermes obesus,12.854315,77.509949,9
Odonus niger,16.640512,73.322723,156
Odorrana chloronota,24.604883,92.815765,123
Oecophylla smaragdina,12.222723,76.627288,210
Oenanthe deserti,18.54299,72.926804,166
Oenanthe fusca,26.8697,70.785,172
Oenanthe isabellina,23.4618,71.287399,40
Oenanthe javanica,25.143524,94.28334,98
Oenanthe oenanthe,18.623455,72.886938,137
Oenanthe picata,26.8697,70.785,98
Oenanthe pleschanka,12.947402,74.922247,10
Oenothera rosea,30.116581,79.700722,85
Olax imbricata,16.267733,79.319489,129
Olax psittacorum,22.955776,86.973397,153
Oldenlandia affinis,12.916516,79.1325,173
Oldenlandia corymbosa,8.895816,76.578146,200
Oldenlandia herbacea,19.990985,85.575779,139
Oldenlandia umbellata,11.854699,79.347351,175
Olepa ricini,9.9145,76.3903,207
Olidiana kirkaldyi,12.888113,80.017052,130
Oligochaeta divaricata,27.628584,75.408249,124
Oligodon affinis,13.502664,75.090315,210
Oligodon albocinctus,28.096863,95.159523,207
Oligodon arnensis,20.3705,78.116,206
Oligodon cyclurus,26.615168,89.533661,165
Oligodon kheriensis,26.543478,88.720528,196
Oligodon taeniolatus,12.580764,79.250789,211
Oligodon venustus,11.235401,76.624062,184
Oligodon woodmasoni,7.99883,93.57077,20
Olios lamarcki,14.351211,75.739059,164
Olios milleti,15.773419,74.091756,166
Omiodes analis,18.540813,73.453217,25
Omiodes indicata,11.459742,76.68335,155
Omphisa anastomosalis,14.351889,75.739738,183
Omphisa fuscidentalis,11.721022,92.734077,122
Omphisa repetitalis,14.362842,75.75798,117
Onchidium typhae,22.192541,88.187729,183
Onthophagus ceylonicus,12.860144,80.227226,145
Onychargia atrocyana,23.184226,88.577526,193
Onychoprion fuscatus,21.085155,72.718895,60
Onychothemis testacea,22.413891,83.010788,138
Operculina turpethum,20.1209,85.8495,99
Ophioglossum costatum,16.407015,74.376343,206
Ophioglossum reticulatum,22.46834,78.432213,194
Ophiomorus raithmai,26.830453,70.507157,188
Ophiophagus hannah,13.502664,75.090315,203
Ophiopogon intermedius,11.353002,76.79591,82
Ophiorrhiza mungos,8.759942,77.116875,203
Ophisops jerdonii,21.108524,71.90329,168
Ophisops leschenaultii,12.721851,77.569106,147
Ophiusa tirhaca,22.467445,78.434586,210
Ophthalmitis herbidaria,12.710878,75.694275,7
Oplismenus compositus,9.481344,76.387856,142
Oplismenus undulatifolius,8.893212,76.61414,120
Opuntia elatior,25.021905,75.694986,194
Opuntia ficus-indica,11.2333,78.166702,56
Opuntia monacantha,9.322183,76.383987,186
Opuntia stricta,11.594732,76.650925,184
Opuntia tomentosa,16.865662,82.283989,124
Oraesia argyrosigna,30.448538,78.641289,128
Oraesia emarginata,25.608294,91.898911,108
Ordgarius hobsoni,13.56631,75.134205,51
Oreochromis mossambicus,9.498067,76.338852,203
Oreochromis niloticus,22.884038,88.417835,37
Oreocnide integrifolia,11.835275,75.839096,194
Oreocryptophis porphyraceus,25.609276,91.893303,156
Oreta vatama,32.243954,76.317429,63
Oriens concinna,14.949722,74.695,69
Oriens gola,22.429317,88.400685,190
Oriens goloides,9.513229,76.623942,196
Origanum majorana,16.434571,80.566245,158
Orinoma damaris,30.049683,79.905273,169
Oriolus chinensis,8.453915,76.973293,192
Oriolus kundoo,14.464409,75.921758,207
Oriolus oriolus,13.122275,75.148222,207
Oriolus traillii,30.343769,77.999557,154
Oriolus xanthornus,26.168766,91.718437,209
Ormosia travancorica,8.485616,77.492065,159
Orobanche cernua,16.678024,74.255539,56
Orophea erythrocarpa,10.357455,76.883507,118
Orophea thomsonii,10.357455,76.883507,31
Orophea uniflora,8.504928,77.466446,28
Oroxylum indicum,12.852485,77.856738,194
Orphanostigma abruptalis,13.069992,80.249184,96
Orsotriaena medus,12.322253,75.181576,209
Orthetrum chrysis,8.633505,77.011094,211
Orthetrum glaucum,26.769186,89.584624,207
Orthetrum luzonicum,19.150966,72.883129,211
Orthetrum pruinosum,18.633136,73.02789,208
Orthetrum sabina,12.899404,77.579852,211
Orthetrum taeniolatum,23.722765,82.992378,199
Orthetrum triangulare,9.728412,76.30988,207
Orthocabera ocernaria,24.43202,92.330688,92
Orthocabera sericea,25.612099,91.897713,70
Orthomorpha coarctata,10.100371,76.357038,196
Orthonama obstipata,13.3741,77.1404,182
Orthosiphon aristatus,14.6188,74.827881,183
Orthosiphon pallidus,16.710384,73.340317,163
Orthosiphon thymiflorus,12.979617,79.137535,27
Orthospila orissusalis,11.572177,76.642715,211
Orthotomus atrogularis,24.43202,92.330688,125
Orthotomus sutorius,26.872843,78.564491,211
Ortygornis gularis,27.669033,95.362549,201
Ortygornis pondicerianus,27.175095,77.522797,210
Orudiza protheclaria,26.142598,91.643536,157
Orybina plangonalis,27.096884,88.691635,106
Oryctes rhinoceros,25.143525,94.283342,181
Oryza sativa,11.703206,76.0834,208
Osbeckia aspera,11.376704,76.08701,126
Osbeckia brachystemon,11.305856,76.614532,185
Osbeckia muralis,11.9902,75.668205,53
Osbeckia nepalensis,24.734022,92.793854,174
Osbeckia octandra,15.429719,74.012413,66
Oscillatoria princeps,12.916095,80.183944,161
Osmunda regalis,11.764022,75.849869,208
Osteobrama vigorsii,20.6233,81.6283,99
Osteochilichthys brevidorsalis,12.283138,77.374237,184
Osyris quadripartita,17.930729,73.647734,171
Otocryptis beddomei,8.915278,77.17,163
Otomops wroughtoni,15.556113,74.319572,103
Otonephelium stipulaceum,12.103781,75.815277,160
Ottelia alismoides,13.108201,80.18351,123
Otus bakkamoena,12.214813,75.657966,204
Otus brucei,26.873943,75.824803,93
Otus lettia,11.059316,77.095016,174
Otus spilocephalus,23.8315,92.6142,194
Otus sunia,10.341771,76.931076,201
Ougeinia oojeinensis,22.057438,78.938171,6
Ouret lanata,10.341886,76.251534,201
Ovophis monticola,25.143525,94.283342,170
Oxalis corniculata,30.5782,78.647845,209
Oxalis debilis,32.643749,74.820045,161
Oxalis latifolia,21.07,79.269997,170
Oxalis triangularis,8.895029,76.66726,150
Oxneriopsis bassiae,30.284084,77.96843,40
Oxya chinensis,19.9106,85.6704,184
Oxya hyla,8.575452,77.025139,37
Oxyodes scrobiculata,8.088306,77.538452,64
Oxyopes bharatae,19.2809,72.8514,94
Oxyopes birmanicus,10.292274,76.165332,202
Oxyopes javanus,20.2601,74.4352,205
Oxyopes kohaensis,12.768676,75.207062,139
Oxyopes shweta,10.684223,76.687295,200
Oxyspora paniculata,25.143524,94.28334,176
Oxystelma wallichii,21.043308,75.847198,170
Oxytate virens,12.86068,74.85596,199
Pachira aquatica,8.977815,76.846928,42
Pachliopta aristolochiae,11.689875,78.164353,210
Pachliopta hector,12.266683,76.61705,210
Pachliopta pandiyana,11.955546,76.038925,164
Pachylocerus corallinus,11.363897,76.794487,92
Pachystachys lutea,15.390465,73.875435,160
Padenia transversa,11.616429,76.015058,205
Paectes subapicalis,13.066458,77.575211,198
Paeonia emodi,30.578176,78.64785,60
Paguma larvata,30.327778,77.998611,150
Pagyda salvalis,22.977858,88.438274,2
Pajanelia longifolia,13.130262,74.985275,187
Palaquium bourdillonii,8.481112,77.001663,41
Palaquium ellipticum,12.566962,75.648079,180
Palaquium ravii,10.3,77.0,192
Paliga damastesalis,23.164543,92.937576,6
Palpita annulifer,24.43202,92.330689,18
Palpoctenidia phoenicosoma,25.517288,91.263321,60
Palpopleura sexmaculata,28.8719,79.6292,177
Pamburus missionis,12.225285,79.074699,184
Pancratium parvum,18.772409,73.336464,116
Pandanus leram,7.010403,93.938309,88
Pandanus odorifer,27.708245,95.568884,210
Pandanus tectorius,8.360487,77.012665,28
Pandanus unipapillatus,8.633505,77.011094,154
Pandion haliaetus,11.931012,76.237991,209
Pangshura smithii,27.930115,78.857803,204
Pangshura sylhetensis,26.525281,92.993808,202
Pangshura tecta,26.943114,81.750671,205
Pangshura tentoria,26.62969,77.898834,208
Panicum brevifolium,12.858946,80.200058,8
Pantala flavescens,12.26936,76.611987,211
Panthera leo,21.603178,71.222084,200
Panthera pardus,19.150965,72.883129,203
Panthera tigris,23.259933,77.412615,204
Pantoporia cama,27.545063,93.895975,166
Pantoporia hordonia,11.863451,78.122946,211
Pantoporia jina,27.481424,88.515008,105
Pantoporia larymna,27.372426,88.222991,129
Pantoporia paraka,27.702428,95.733931,194
Pantoporia sandaka,23.158214,86.120466,205
Pantoporia zeroca,27.528611,96.387693,206
Papilio alcmenor,26.699424,89.617713,186
Papilio arcturus,27.096884,88.691635,205
Papilio bianor,27.445472,96.535809,210
Papilio buddha,16.101845,74.124363,208
Papilio castor,26.741173,91.210861,179
Papilio crino,22.558687,88.291121,208
Papilio demodocus,21.31995,72.881673,42
Papilio demoleus,13.037322,80.212312,207
Papilio dravidarum,14.953333,74.698333,207
Papilio epycides,27.316118,88.588104,72
Papilio helenus,24.43202,92.330689,211
Papilio krishna,27.06002,88.25692,173
Papilio liomedon,13.122182,74.992452,126
Papilio machaon,31.533598,76.904915,209
Papilio mayo,11.623378,92.726486,91
Papilio memnon,13.625658,75.153,205
Papilio nephelus,26.542292,91.914809,207
Papilio paradoxa,27.38398,94.094768,168
Papilio paris,26.6687,94.3584,211
Papilio polymnestor,15.999831,74.176107,210
Papilio polytes,20.718577,73.038302,211
Papilio protenor,31.64139,77.387869,181
Papilio slateri,26.699415,89.610085,149
Papilionanthe teres,24.43202,92.330688,131
Paracalyx scariosus,12.579581,78.639877,140
Paracercion calamorum,10.297582,76.256602,43
Paracercion melanotum,22.791051,88.436617,210
Paracrama dulcissima,11.458999,76.679291,36
Paracroton integrifolius,12.187797,75.799828,145
Paracymoriza albifascialis,11.353002,76.79591,41
Paradoxornis flavirostris,26.745993,91.020325,37
Paradoxurus hermaphroditus,12.914142,74.855957,210
Paradoxurus jerdoni,10.088933,77.059525,96
Paraechinus micropus,26.87174,78.564293,106
Paraechinus nudiventris,8.262117,77.70578,89
Paragomphus lineatus,28.915768,79.509502,204
Paragymnopleurus sinuatus,25.143524,94.28334,61
Paralaudakia himalayana,34.299618,78.293171,172
Paralebeda plagifera,25.5929,91.8802,26
Parambassis lala,22.42412,88.286324,145
Parambassis ranga,12.283138,77.374237,96
Parambassis thomassi,9.575181,76.386093,65
Paramignya monophylla,14.608028,74.847038,70
Parantica aglea,11.4733,76.0532,210
Parantica melaneus,26.662599,94.35361,185
Parantica nilgiriensis,11.410204,76.695032,96
Parantica sita,9.728412,76.30988,202
Parapoynx crisonalis,22.191647,88.185081,61
Parapoynx diminutalis,14.312325,75.751556,133
Parapoynx fluctuosalis,28.525681,77.574203,199
Parapoynx stagnalis,25.612099,91.897713,203
Parasa lepida,22.8937,88.39711,164
Parasa pastoralis,25.5929,91.8802,114
Parasanaa donovani,12.250834,79.046562,58
Parasarpa zayla,27.544781,93.819611,184
Parascaptor leucura,24.352674,92.344818,121
Parathyma asura,26.433372,89.902541,187
Parathyma kanwa,26.662599,94.35361,156
Parathyma nefte,26.689423,94.341103,203
Parathyma opalina,30.65884,79.585568,211
Parathyma perius,19.004379,73.282455,204
Parathyma pravara,27.702428,95.733931,186
Parathyma ranga,27.2601,95.607103,184
Parathyma selenophora,26.750976,91.237164,176
Paratrechina longicornis,17.836042,75.851219,198
Parawixia dehaani,8.549304,76.977264,167
Pardofelis marmorata,27.2616,95.6094,173
Pareas monticola,23.616373,92.843231,132
Pareronia avatar,27.445472,96.535809,207
Pareronia ceylanica,15.404548,74.217461,132
Pareronia hippia,21.576008,88.300194,211
Pareronia valeria,23.018632,86.861556,210
Pareuchaetes pseudoinsulata,12.012714,76.310815,201
